,user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained
3532,a100002081,2018-01-27,House Ads,control,False,English,English,36-45 years,,,,
3533,a100002082,2018-01-13,House Ads,control,False,English,English,45-55 years,,,,
3534,a100002082,2018-01-28,House Ads,control,False,English,English,45-55 years,,,,
3535,a100002083,2018-01-13,Push,control,False,English,English,0-18 years,,,,
3536,a100002083,2018-01-29,House Ads,control,False,English,English,0-18 years,,,,
3537,a100002084,2018-01-13,Facebook,control,False,English,English,19-24 years,,,,
3538,a100002084,2018-01-30,House Ads,control,False,English,English,19-24 years,,,,
3539,a100002085,2018-01-13,Instagram,control,False,English,English,24-30 years,,,,
3540,a100002085,2018-01-31,House Ads,control,False,English,English,24-30 years,,,,
3541,a100002086,2018-01-13,Instagram,control,False,English,English,30-36 years,,,,
3542,a100002086,2018-01-01,House Ads,control,False,English,English,30-36 years,,,,
3543,a100002087,2018-01-13,Facebook,control,False,English,English,36-45 years,,,,
3544,a100002087,2018-01-02,House Ads,control,False,English,English,36-45 years,,,,
3545,a100002088,2018-01-13,House Ads,control,False,English,English,45-55 years,,,,
3546,a100002088,2018-01-03,House Ads,control,False,English,English,45-55 years,,,,
3547,a100002089,2018-01-14,House Ads,control,False,English,English,0-18 years,,,,
3548,a100002089,2018-01-04,House Ads,control,False,English,English,0-18 years,,,,
3549,a100002090,2018-01-14,House Ads,control,False,English,Spanish,19-24 years,,,,
3550,a100002090,2018-01-05,House Ads,control,False,Spanish,Spanish,19-24 years,,,,
3551,a100002091,2018-01-14,Push,control,False,English,English,24-30 years,,,,
3552,a100002091,2018-01-06,House Ads,control,False,English,English,24-30 years,,,,
3553,a100002092,2018-01-14,Facebook,control,False,English,English,30-36 years,,,,
3554,a100002092,2018-01-07,House Ads,control,False,English,English,30-36 years,,,,
3555,a100002093,2018-01-14,Instagram,control,False,English,English,36-45 years,,,,
3556,a100002093,2018-01-08,House Ads,control,False,English,English,36-45 years,,,,
3557,a100002094,2018-01-14,Instagram,control,False,English,English,45-55 years,,,,
3558,a100002094,2018-01-09,House Ads,control,False,English,English,45-55 years,,,,
3559,a100002095,2018-01-14,Facebook,control,False,English,English,0-18 years,,,,
3560,a100002095,2018-01-10,House Ads,control,False,English,English,0-18 years,,,,
3561,a100002096,2018-01-15,House Ads,control,False,English,English,19-24 years,,,,
3562,a100002096,2018-01-11,House Ads,control,False,English,English,19-24 years,,,,
3563,a100002097,2018-01-15,House Ads,control,False,English,English,24-30 years,,,,
3564,a100002097,2018-01-12,House Ads,control,False,English,English,24-30 years,,,,
3565,a100002098,2018-01-15,House Ads,control,False,English,English,30-36 years,,,,
3566,a100002098,2018-01-13,House Ads,control,False,English,English,30-36 years,,,,
3567,a100002099,2018-01-15,Push,control,False,English,English,36-45 years,,,,
3568,a100002099,2018-01-14,House Ads,control,False,English,English,36-45 years,,,,
3569,a100002100,2018-01-15,Facebook,control,False,English,English,45-55 years,,,,
3570,a100002100,2018-01-15,House Ads,control,False,English,English,45-55 years,,,,
3571,a100002101,2018-01-15,Instagram,control,False,English,English,0-18 years,,,,
3572,a100002101,2018-01-16,House Ads,control,False,English,English,0-18 years,,,,
3573,a100002102,2018-01-15,Instagram,control,False,English,English,19-24 years,,,,
3574,a100002102,2018-01-17,House Ads,control,False,English,English,19-24 years,,,,
3575,a100002103,2018-01-16,Facebook,control,False,English,English,24-30 years,,,,
3576,a100002103,2018-01-18,House Ads,control,False,English,English,24-30 years,,,,
3577,a100002104,2018-01-16,House Ads,control,False,English,English,30-36 years,,,,
3578,a100002104,2018-01-19,House Ads,control,False,English,English,30-36 years,,,,
3579,a100002105,2018-01-16,House Ads,control,False,English,English,36-45 years,,,,
3580,a100002105,2018-01-20,House Ads,control,False,English,English,36-45 years,,,,
3581,a100002106,2018-01-16,House Ads,control,False,English,English,45-55 years,,,,
3582,a100002106,2018-01-21,House Ads,control,False,English,English,45-55 years,,,,
3583,a100002107,2018-01-16,Push,control,False,English,Spanish,0-18 years,,,,
3584,a100002107,2018-01-22,House Ads,control,False,English,Spanish,0-18 years,,,,
3585,a100002108,2018-01-16,Facebook,control,False,English,English,19-24 years,,,,
3586,a100002108,2018-01-23,House Ads,control,False,English,English,19-24 years,,,,
3587,a100002109,2018-01-16,Instagram,control,False,English,English,24-30 years,,,,
3588,a100002109,2018-01-24,House Ads,control,False,English,English,24-30 years,,,,
3589,a100002110,2018-01-17,Instagram,control,False,English,English,30-36 years,,,,
3590,a100002110,2018-01-25,House Ads,control,False,English,English,30-36 years,,,,
3591,a100002111,2018-01-17,Facebook,control,False,English,English,36-45 years,,,,
3592,a100002111,2018-01-26,House Ads,control,False,English,English,36-45 years,,,,
3593,a100002112,2018-01-17,House Ads,control,False,English,English,45-55 years,,,,
3594,a100002112,2018-01-27,House Ads,control,False,English,English,45-55 years,,,,
3595,a100002113,2018-01-17,House Ads,control,False,English,Spanish,0-18 years,,,,
3596,a100002113,2018-01-28,House Ads,control,False,English,Spanish,0-18 years,,,,
3597,a100002114,2018-01-17,House Ads,control,False,English,English,19-24 years,,,,
3598,a100002114,2018-01-29,House Ads,control,False,English,English,19-24 years,,,,
3599,a100002115,2018-01-17,Push,control,False,English,English,24-30 years,,,,
3600,a100002115,2018-01-30,House Ads,control,False,English,English,24-30 years,,,,
3601,a100002116,2018-01-17,Facebook,control,False,English,English,30-36 years,,,,
3602,a100002116,2018-01-31,House Ads,control,False,English,English,30-36 years,,,,
3603,a100002117,2018-01-18,Instagram,control,False,English,English,36-45 years,,,,
3604,a100002117,2018-01-01,House Ads,control,False,English,English,36-45 years,,,,
3605,a100002118,2018-01-18,Instagram,control,False,English,English,45-55 years,,,,
3606,a100002118,2018-01-02,House Ads,control,False,English,English,45-55 years,,,,
3607,a100002119,2018-01-18,Facebook,control,False,English,English,0-18 years,,,,
3608,a100002119,2018-01-03,House Ads,control,False,English,English,0-18 years,,,,
3609,a100002120,2018-01-18,House Ads,control,False,English,Spanish,19-24 years,,,,
3610,a100002120,2018-01-04,House Ads,control,False,Spanish,Spanish,19-24 years,,,,
3611,a100002121,2018-01-18,House Ads,control,False,English,English,24-30 years,,,,
3612,a100002121,2018-01-05,House Ads,control,False,English,English,24-30 years,,,,
3613,a100002122,2018-01-18,House Ads,control,False,English,English,30-36 years,,,,
3614,a100002122,2018-01-06,House Ads,control,False,English,English,30-36 years,,,,
3615,a100002123,2018-01-18,Push,control,False,English,English,36-45 years,,,,
3616,a100002123,2018-01-07,House Ads,control,False,English,English,36-45 years,,,,
3617,a100002124,2018-01-19,Facebook,control,False,English,English,45-55 years,,,,
3618,a100002124,2018-01-08,House Ads,control,False,English,English,45-55 years,,,,
3619,a100002125,2018-01-19,Instagram,control,False,English,English,0-18 years,,,,
3620,a100002125,2018-01-09,House Ads,control,False,English,English,0-18 years,,,,
3621,a100002126,2018-01-19,Instagram,control,False,English,English,19-24 years,,,,
3622,a100002126,2018-01-10,House Ads,control,False,English,English,19-24 years,,,,
3623,a100002127,2018-01-19,Facebook,control,False,English,English,24-30 years,,,,
3624,a100002127,2018-01-11,House Ads,control,False,English,English,24-30 years,,,,
3625,a100002128,2018-01-19,House Ads,control,False,English,English,30-36 years,,,,
3626,a100002128,2018-01-12,House Ads,control,False,English,English,30-36 years,,,,
3627,a100002129,2018-01-19,House Ads,control,False,English,English,36-45 years,,,,
3628,a100002129,2018-01-13,House Ads,control,False,English,English,36-45 years,,,,
3629,a100002130,2018-01-19,House Ads,control,False,English,English,45-55 years,,,,
3630,a100002130,2018-01-14,House Ads,control,False,English,English,45-55 years,,,,
3631,a100002131,2018-01-20,Push,control,False,English,English,0-18 years,,,,
3632,a100002131,2018-01-15,House Ads,control,False,English,English,0-18 years,,,,
3633,a100002132,2018-01-20,Facebook,control,False,English,English,19-24 years,,,,
3634,a100002132,2018-01-16,House Ads,control,False,English,English,19-24 years,,,,
3635,a100002133,2018-01-20,Instagram,control,False,English,English,24-30 years,,,,
3636,a100002133,2018-01-17,House Ads,control,False,English,English,24-30 years,,,,
3637,a100002134,2018-01-20,Instagram,control,False,English,English,30-36 years,,,,
3638,a100002134,2018-01-18,House Ads,control,False,English,English,30-36 years,,,,
3639,a100002135,2018-01-20,Facebook,control,False,English,English,36-45 years,,,,
3640,a100002135,2018-01-19,House Ads,control,False,English,English,36-45 years,,,,
3641,a100002136,2018-01-20,House Ads,control,False,English,Spanish,45-55 years,,,,
3642,a100002136,2018-01-20,House Ads,control,False,English,Spanish,45-55 years,,,,
3643,a100002137,2018-01-20,House Ads,control,False,English,English,0-18 years,,,,
3644,a100002137,2018-01-21,House Ads,control,False,English,English,0-18 years,,,,
3645,a100002138,2018-01-21,House Ads,control,False,English,English,19-24 years,,,,
3646,a100002138,2018-01-22,House Ads,control,False,English,English,19-24 years,,,,
3647,a100002139,2018-01-21,Push,control,False,English,English,24-30 years,,,,
3648,a100002139,2018-01-23,House Ads,control,False,English,English,24-30 years,,,,
3649,a100002140,2018-01-21,Facebook,control,False,English,English,30-36 years,,,,
3650,a100002140,2018-01-24,House Ads,control,False,English,English,30-36 years,,,,
3651,a100002141,2018-01-21,Instagram,control,False,English,English,36-45 years,,,,
3652,a100002141,2018-01-25,House Ads,control,False,English,English,36-45 years,,,,
3653,a100002142,2018-01-21,Instagram,control,False,English,English,45-55 years,,,,
3654,a100002142,2018-01-26,House Ads,control,False,English,English,45-55 years,,,,
3655,a100002143,2018-01-21,Facebook,control,False,English,English,0-18 years,,,,
3656,a100002143,2018-01-27,House Ads,control,False,English,English,0-18 years,,,,
3657,a100002144,2018-01-21,House Ads,control,False,English,Spanish,19-24 years,,,,
3658,a100002144,2018-01-28,House Ads,control,False,English,Spanish,19-24 years,,,,
3659,a100002145,2018-01-22,House Ads,control,False,English,English,24-30 years,,,,
3660,a100002145,2018-01-29,House Ads,control,False,English,English,24-30 years,,,,
3661,a100002146,2018-01-22,House Ads,control,False,English,English,30-36 years,,,,
3662,a100002146,2018-01-30,House Ads,control,False,English,English,30-36 years,,,,
3663,a100002147,2018-01-22,Push,control,False,English,English,36-45 years,,,,
3664,a100002147,2018-01-31,House Ads,control,False,English,English,36-45 years,,,,
3665,a100002148,2018-01-22,Facebook,control,False,English,English,45-55 years,,,,
3666,a100002148,2018-01-01,House Ads,control,False,English,English,45-55 years,,,,
3667,a100002149,2018-01-22,Instagram,control,False,English,English,0-18 years,,,,
3668,a100002149,2018-01-02,House Ads,control,False,English,English,0-18 years,,,,
3669,a100002150,2018-01-22,Instagram,control,False,English,English,19-24 years,,,,
3670,a100002150,2018-01-03,House Ads,control,False,English,English,19-24 years,,,,
3671,a100002151,2018-01-22,Facebook,control,False,English,English,24-30 years,,,,
3672,a100002151,2018-01-04,House Ads,control,False,English,English,24-30 years,,,,
3673,a100002152,2018-01-23,House Ads,control,False,English,English,30-36 years,,,,
3674,a100002152,2018-01-05,House Ads,control,False,English,English,30-36 years,,,,
3675,a100002153,2018-01-23,House Ads,control,False,English,Spanish,36-45 years,,,,
3676,a100002153,2018-01-06,House Ads,control,False,Spanish,Spanish,36-45 years,,,,
3677,a100002154,2018-01-23,House Ads,control,False,English,English,45-55 years,,,,
3678,a100002154,2018-01-07,House Ads,control,False,English,English,45-55 years,,,,
3679,a100002155,2018-01-23,Push,control,False,English,English,0-18 years,,,,
3680,a100002155,2018-01-08,House Ads,control,False,English,English,0-18 years,,,,
3681,a100002156,2018-01-23,Facebook,control,False,English,English,19-24 years,,,,
3682,a100002156,2018-01-09,House Ads,control,False,English,English,19-24 years,,,,
3683,a100002157,2018-01-23,Instagram,control,False,English,English,24-30 years,,,,
3684,a100002157,2018-01-10,House Ads,control,False,English,English,24-30 years,,,,
3685,a100002158,2018-01-23,Instagram,control,False,English,English,30-36 years,,,,
3686,a100002158,2018-01-11,House Ads,control,False,English,English,30-36 years,,,,
3687,a100002158,2018-01-15,Email,control,True,English,English,30-36 years,,,,
3688,a100002159,2018-01-24,Facebook,control,False,English,English,36-45 years,,,,
3689,a100002159,2018-01-12,House Ads,control,False,English,English,36-45 years,,,,
3690,a100002159,2018-01-15,Email,control,True,English,English,36-45 years,,,,
3691,a100002160,2018-01-24,House Ads,control,False,English,English,45-55 years,,,,
3692,a100002160,2018-01-13,House Ads,control,False,English,English,45-55 years,,,,
3693,a100002160,2018-01-15,Email,control,True,English,English,45-55 years,,,,
3694,a100002161,2018-01-24,House Ads,control,False,English,English,0-18 years,,,,
3695,a100002161,2018-01-14,House Ads,control,False,English,English,0-18 years,,,,
3696,a100002161,2018-01-15,Email,control,True,English,English,0-18 years,,,,
3697,a100002162,2018-01-24,House Ads,control,False,English,English,19-24 years,,,,
3698,a100002162,2018-01-15,House Ads,control,False,English,English,19-24 years,,,,
3699,a100002162,2018-01-15,Email,control,True,English,English,19-24 years,,,,
3700,a100002163,2018-01-24,Push,control,False,English,English,24-30 years,,,,
3701,a100002163,2018-01-16,House Ads,control,False,English,English,24-30 years,,,,
3702,a100002163,2018-01-15,Email,control,False,English,English,24-30 years,,,,
3703,a100002164,2018-01-24,Facebook,control,False,English,English,30-36 years,,,,
3704,a100002164,2018-01-17,House Ads,control,False,English,English,30-36 years,,,,
3705,a100002164,2018-01-15,Email,control,True,English,English,30-36 years,,,,
3706,a100002165,2018-01-24,Instagram,control,False,English,English,36-45 years,,,,
3707,a100002165,2018-01-18,House Ads,control,False,English,English,36-45 years,,,,
3708,a100002165,2018-01-15,Email,control,False,English,English,36-45 years,,,,
3709,a100002166,2018-01-24,Instagram,control,False,English,English,45-55 years,,,,
3710,a100002166,2018-01-19,House Ads,control,False,English,English,45-55 years,,,,
3711,a100002166,2018-01-15,Email,control,True,English,English,45-55 years,,,,
3712,a100002167,2018-01-25,Facebook,control,False,English,English,0-18 years,,,,
3713,a100002167,2018-01-20,House Ads,control,False,English,English,0-18 years,,,,
3714,a100002167,2018-01-15,Email,control,True,English,English,0-18 years,,,,
3715,a100002168,2018-01-25,House Ads,control,False,English,English,19-24 years,,,,
3716,a100002168,2018-01-21,House Ads,control,False,English,English,19-24 years,,,,
3717,a100002168,2018-01-15,Email,control,True,English,English,19-24 years,,,,
3718,a100002169,2018-01-25,House Ads,control,False,English,English,24-30 years,,,,
3719,a100002169,2018-01-22,House Ads,control,False,English,English,24-30 years,,,,
3720,a100002169,2018-01-15,Email,control,False,English,English,24-30 years,,,,
3721,a100002170,2018-01-25,House Ads,control,False,English,English,30-36 years,,,,
3722,a100002170,2018-01-23,House Ads,control,False,English,English,30-36 years,,,,
3723,a100002170,2018-01-15,Email,control,True,English,English,30-36 years,,,,
3724,a100002171,2018-01-25,Push,control,False,English,English,36-45 years,,,,
3725,a100002171,2018-01-24,House Ads,control,False,English,English,36-45 years,,,,
3726,a100002171,2018-01-15,Email,control,True,English,English,36-45 years,,,,
3727,a100002172,2018-01-25,Facebook,control,False,English,English,45-55 years,,,,
3728,a100002172,2018-01-25,House Ads,control,False,English,English,45-55 years,,,,
3729,a100002172,2018-01-15,Email,control,True,English,English,45-55 years,,,,
3730,a100002173,2018-01-25,Instagram,control,False,English,English,0-18 years,,,,
3731,a100002173,2018-01-26,House Ads,control,False,English,English,0-18 years,,,,
3732,a100002174,2018-01-26,Instagram,control,False,English,English,19-24 years,,,,
3733,a100002174,2018-01-27,House Ads,control,False,English,English,19-24 years,,,,
3734,a100002175,2018-01-26,Facebook,control,False,English,English,24-30 years,,,,
3735,a100002175,2018-01-28,House Ads,control,False,English,English,24-30 years,,,,
3736,a100002176,2018-01-26,House Ads,control,False,English,English,30-36 years,,,,
3737,a100002176,2018-01-29,House Ads,control,False,English,English,30-36 years,,,,
3738,a100002177,2018-01-26,House Ads,control,False,English,English,36-45 years,,,,
3739,a100002177,2018-01-30,House Ads,control,False,English,English,36-45 years,,,,
3740,a100002178,2018-01-26,House Ads,control,False,English,English,45-55 years,,,,
3741,a100002178,2018-01-31,House Ads,control,False,English,English,45-55 years,,,,
3742,a100002179,2018-01-26,Push,control,False,English,English,0-18 years,,,,
3743,a100002179,2018-01-01,House Ads,control,False,English,English,0-18 years,,,,
3744,a100002180,2018-01-26,Facebook,control,False,English,English,19-24 years,,,,
3745,a100002180,2018-01-02,House Ads,control,False,English,English,19-24 years,,,,
3746,a100002181,2018-01-27,Instagram,control,False,English,English,24-30 years,,,,
3747,a100002181,2018-01-03,House Ads,control,False,English,English,24-30 years,,,,
3748,a100002182,2018-01-27,Instagram,control,False,English,English,30-36 years,,,,
3749,a100002182,2018-01-04,House Ads,control,False,English,English,30-36 years,,,,
3750,a100002183,2018-01-27,Facebook,control,False,English,English,36-45 years,,,,
3751,a100002183,2018-01-05,House Ads,control,False,English,English,36-45 years,,,,
3752,a100002184,2018-01-27,House Ads,control,False,English,English,45-55 years,,,,
3753,a100002184,2018-01-06,House Ads,control,False,English,English,45-55 years,,,,
3754,a100002185,2018-01-27,House Ads,control,False,English,English,0-18 years,,,,
3755,a100002185,2018-01-07,House Ads,control,False,English,English,0-18 years,,,,
3756,a100002186,2018-01-27,House Ads,control,False,English,English,19-24 years,,,,
3757,a100002186,2018-01-08,House Ads,control,False,English,English,19-24 years,,,,
3758,a100002187,2018-01-27,Push,control,False,English,English,24-30 years,,,,
3759,a100002187,2018-01-09,House Ads,control,False,English,English,24-30 years,,,,
3760,a100002188,2018-01-28,Facebook,control,False,English,English,30-36 years,,,,
3761,a100002188,2018-01-10,House Ads,control,False,English,English,30-36 years,,,,
3762,a100002189,2018-01-28,Instagram,control,False,English,English,36-45 years,,,,
3763,a100002189,2018-01-11,House Ads,control,False,English,English,36-45 years,,,,
3764,a100002190,2018-01-28,Instagram,control,False,English,English,45-55 years,,,,
3765,a100002190,2018-01-12,House Ads,control,False,English,English,45-55 years,,,,
3766,a100002191,2018-01-28,Facebook,control,False,English,English,0-18 years,,,,
3767,a100002191,2018-01-13,House Ads,control,False,English,English,0-18 years,,,,
3768,a100002192,2018-01-28,House Ads,control,False,English,English,19-24 years,,,,
3769,a100002192,2018-01-14,House Ads,control,False,English,English,19-24 years,,,,
3770,a100002193,2018-01-28,House Ads,control,False,English,English,24-30 years,,,,
3771,a100002193,2018-01-15,House Ads,control,False,English,English,24-30 years,,,,
3772,a100002194,2018-01-28,House Ads,control,False,English,English,30-36 years,,,,
3773,a100002194,2018-01-16,House Ads,control,False,English,English,30-36 years,,,,
3774,a100002195,2018-01-29,Push,control,False,English,English,36-45 years,,,,
3775,a100002195,2018-01-17,House Ads,control,False,English,English,36-45 years,,,,
3776,a100002196,2018-01-29,Facebook,control,False,English,English,45-55 years,,,,
3777,a100002196,2018-01-18,House Ads,control,False,English,English,45-55 years,,,,
3778,a100002197,2018-01-29,Instagram,control,False,English,English,0-18 years,,,,
3779,a100002197,2018-01-19,House Ads,control,False,English,English,0-18 years,,,,
3780,a100002198,2018-01-29,Instagram,control,False,English,English,19-24 years,,,,
3781,a100002198,2018-01-20,House Ads,control,False,English,English,19-24 years,,,,
3782,a100002199,2018-01-29,Facebook,control,False,English,English,24-30 years,,,,
3783,a100002199,2018-01-21,House Ads,control,False,English,English,24-30 years,,,,
3784,a100002200,2018-01-29,House Ads,control,False,English,English,30-36 years,,,,
3785,a100002200,2018-01-22,House Ads,control,False,English,English,30-36 years,,,,
3786,a100002201,2018-01-29,House Ads,control,False,English,English,36-45 years,,,,
3787,a100002201,2018-01-23,House Ads,control,False,English,English,36-45 years,,,,
3788,a100002202,2018-01-30,House Ads,control,False,English,English,45-55 years,,,,
3789,a100002202,2018-01-24,House Ads,control,False,English,English,45-55 years,,,,
3790,a100002203,2018-01-30,Push,control,False,English,English,0-18 years,,,,
3791,a100002203,2018-01-25,House Ads,control,False,English,English,0-18 years,,,,
3792,a100002204,2018-01-30,Facebook,control,False,English,English,19-24 years,,,,
3793,a100002204,2018-01-26,House Ads,control,False,English,English,19-24 years,,,,
3794,a100002205,2018-01-30,Instagram,control,False,English,English,24-30 years,,,,
3795,a100002205,2018-01-27,House Ads,control,False,English,English,24-30 years,,,,
3796,a100002206,2018-01-30,Instagram,control,False,English,English,30-36 years,,,,
3797,a100002206,2018-01-28,House Ads,control,False,English,English,30-36 years,,,,
3798,a100002207,2018-01-30,Facebook,control,False,English,English,36-45 years,,,,
3799,a100002207,2018-01-29,House Ads,control,False,English,English,36-45 years,,,,
3800,a100002208,2018-01-30,House Ads,control,False,English,English,45-55 years,,,,
3801,a100002208,2018-01-30,House Ads,control,False,English,English,45-55 years,,,,
3802,a100002209,2018-01-31,House Ads,control,False,English,English,0-18 years,,,,
3803,a100002209,2018-01-31,House Ads,control,False,English,English,0-18 years,,,,
3804,a100002210,2018-01-31,House Ads,control,False,English,English,19-24 years,,,,
3805,a100002210,2018-01-01,House Ads,control,False,English,English,19-24 years,,,,
3806,a100002211,2018-01-31,Push,control,False,English,English,24-30 years,,,,
3807,a100002211,2018-01-02,House Ads,control,False,English,English,24-30 years,,,,
3808,a100002212,2018-01-31,Facebook,control,False,English,English,30-36 years,,,,
3809,a100002212,2018-01-03,House Ads,control,False,English,English,30-36 years,,,,
3810,a100002213,2018-01-31,Instagram,control,False,English,English,36-45 years,,,,
3811,a100002213,2018-01-04,House Ads,control,False,English,English,36-45 years,,,,
3812,a100002214,2018-01-31,Instagram,control,False,English,English,45-55 years,,,,
3813,a100002214,2018-01-05,House Ads,control,False,English,English,45-55 years,,,,
3814,a100002215,2018-01-31,Facebook,control,False,English,English,0-18 years,,,,
3815,a100002215,2018-01-06,House Ads,control,False,English,English,0-18 years,,,,
3816,a100002216,2018-01-01,House Ads,control,False,English,English,19-24 years,,,,
3817,a100002216,2018-01-07,House Ads,control,False,English,English,19-24 years,,,,
3818,a100002217,2018-01-01,House Ads,control,False,English,English,24-30 years,,,,
3819,a100002217,2018-01-08,House Ads,control,False,English,English,24-30 years,,,,
3820,a100002218,2018-01-01,House Ads,control,False,Spanish,Spanish,30-36 years,,,,
3821,a100002218,2018-01-09,House Ads,control,False,Spanish,Spanish,30-36 years,,,,
3822,a100002219,2018-01-01,Push,control,False,English,English,36-45 years,,,,
3823,a100002219,2018-01-10,House Ads,control,False,English,English,36-45 years,,,,
3824,a100002220,2018-01-01,Facebook,control,False,English,English,45-55 years,,,,
3825,a100002220,2018-01-11,House Ads,control,False,English,English,45-55 years,,,,
3826,a100002221,2018-01-01,Instagram,control,False,English,English,0-18 years,,,,
3827,a100002221,2018-01-12,House Ads,control,False,English,English,0-18 years,,,,
3828,a100002222,2018-01-01,Instagram,control,False,English,English,19-24 years,,,,
3829,a100002222,2018-01-13,House Ads,control,False,English,English,19-24 years,,,,
3830,a100002223,2018-01-02,Facebook,control,False,English,English,24-30 years,,,,
3831,a100002223,2018-01-14,House Ads,control,False,English,English,24-30 years,,,,
3832,a100002224,2018-01-02,House Ads,control,False,English,English,30-36 years,,,,
3833,a100002224,2018-01-15,House Ads,control,False,English,English,30-36 years,,,,
3834,a100002225,2018-01-02,House Ads,control,False,Arabic,Arabic,36-45 years,,,,
3835,a100002225,2018-01-16,House Ads,control,False,English,Arabic,36-45 years,,,,
3836,a100002226,2018-01-02,House Ads,control,False,English,English,45-55 years,,,,
3837,a100002226,2018-01-17,House Ads,control,False,English,English,45-55 years,,,,
3838,a100002227,2018-01-02,Push,control,False,English,English,0-18 years,,,,
3839,a100002227,2018-01-18,House Ads,control,False,English,English,0-18 years,,,,
3840,a100002228,2018-01-02,Facebook,control,False,English,English,19-24 years,,,,
3841,a100002228,2018-01-19,House Ads,control,False,English,English,19-24 years,,,,
3842,a100002229,2018-01-02,Instagram,control,False,English,English,24-30 years,,,,
3843,a100002229,2018-01-20,House Ads,control,False,English,English,24-30 years,,,,
3844,a100002230,2018-01-03,Instagram,control,False,English,English,30-36 years,,,,
3845,a100002230,2018-01-21,House Ads,control,False,English,English,30-36 years,,,,
3846,a100002231,2018-01-03,Facebook,control,False,English,English,36-45 years,,,,
3847,a100002231,2018-01-22,House Ads,control,False,English,English,36-45 years,,,,
3848,a100002232,2018-01-03,House Ads,control,False,Arabic,Arabic,45-55 years,,,,
3849,a100002232,2018-01-23,House Ads,control,False,English,Arabic,45-55 years,,,,
3850,a100002233,2018-01-03,House Ads,control,False,English,English,0-18 years,,,,
3851,a100002233,2018-01-24,House Ads,control,False,English,English,0-18 years,,,,
3852,a100002234,2018-01-03,House Ads,control,False,English,English,19-24 years,,,,
3853,a100002234,2018-01-25,House Ads,control,False,English,English,19-24 years,,,,
3854,a100002235,2018-01-03,Push,control,False,English,English,24-30 years,,,,
3855,a100002235,2018-01-26,House Ads,control,False,English,English,24-30 years,,,,
3856,a100002236,2018-01-03,Facebook,control,False,English,English,30-36 years,,,,
3857,a100002236,2018-01-27,House Ads,control,False,English,English,30-36 years,,,,
3858,a100002237,2018-01-04,Instagram,control,False,English,English,36-45 years,,,,
3859,a100002237,2018-01-28,House Ads,control,False,English,English,36-45 years,,,,
3860,a100002238,2018-01-04,Instagram,control,False,English,English,45-55 years,,,,
3861,a100002238,2018-01-29,House Ads,control,False,English,English,45-55 years,,,,
3862,a100002239,2018-01-04,Facebook,control,False,English,English,0-18 years,,,,
3863,a100002239,2018-01-30,House Ads,control,False,English,English,0-18 years,,,,
3864,a100002240,2018-01-04,House Ads,control,False,Arabic,Arabic,19-24 years,,,,
3865,a100002240,2018-01-31,House Ads,control,False,English,Arabic,19-24 years,,,,
3866,a100002241,2018-01-04,House Ads,control,False,English,English,24-30 years,,,,
3867,a100002241,2018-01-17,House Ads,control,False,English,English,24-30 years,,,,
3868,a100002242,2018-01-04,House Ads,control,False,English,English,30-36 years,,,,
3869,a100002242,2018-01-18,House Ads,control,False,English,English,30-36 years,,,,
3870,a100002243,2018-01-04,Push,control,False,English,English,36-45 years,,,,
3871,a100002243,2018-01-19,House Ads,control,False,English,English,36-45 years,,,,
3872,a100002244,2018-01-05,Facebook,control,False,English,English,45-55 years,,,,
3873,a100002244,2018-01-20,House Ads,control,False,English,English,45-55 years,,,,
3874,a100002245,2018-01-05,Instagram,control,False,English,English,0-18 years,,,,
3875,a100002245,2018-01-21,House Ads,control,False,English,English,0-18 years,,,,
3876,a100002246,2018-01-05,Instagram,control,False,English,English,19-24 years,,,,
3877,a100002246,2018-01-22,House Ads,control,False,English,English,19-24 years,,,,
3878,a100002247,2018-01-05,Facebook,control,False,English,English,24-30 years,,,,
3879,a100002247,2018-01-23,House Ads,control,False,English,English,24-30 years,,,,
3880,a100002248,2018-01-05,House Ads,control,False,English,English,30-36 years,,,,
3881,a100002248,2018-01-24,House Ads,control,False,English,English,30-36 years,,,,
3882,a100002249,2018-01-05,House Ads,control,False,Spanish,Spanish,36-45 years,,,,
3883,a100002249,2018-01-25,House Ads,control,False,English,Spanish,36-45 years,,,,
3884,a100002250,2018-01-05,House Ads,control,False,Spanish,Spanish,45-55 years,,,,
3885,a100002250,2018-01-26,House Ads,control,False,English,Spanish,45-55 years,,,,
3886,a100002251,2018-01-06,Push,control,False,English,English,0-18 years,,,,
3887,a100002251,2018-01-27,House Ads,control,False,English,English,0-18 years,,,,
3888,a100002252,2018-01-06,Facebook,control,False,English,English,19-24 years,,,,
3889,a100002252,2018-01-28,House Ads,control,False,English,English,19-24 years,,,,
3890,a100002253,2018-01-06,Instagram,control,False,English,English,24-30 years,,,,
3891,a100002253,2018-01-29,House Ads,control,False,English,English,24-30 years,,,,
3892,a100002254,2018-01-06,Instagram,control,False,English,English,30-36 years,,,,
3893,a100002254,2018-01-30,House Ads,control,False,English,English,30-36 years,,,,
3894,a100002255,2018-01-06,Facebook,control,False,English,English,36-45 years,,,,
3895,a100002255,2018-01-31,House Ads,control,False,English,English,36-45 years,,,,
3896,a100002256,2018-01-06,House Ads,control,False,English,English,45-55 years,,,,
